"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"DCA89MA027","ACC","15916","1989-02-24T03:09:00Z","HONOLULU","Hawaii","United States","AAR9202","N4713U","N4713U","true","Aviation","Report","1990-06-25T04:00:00Z",,"Fatal","9","5","33","47","0","THE SUDDEN OPENING OF THE IMPROPERLY LATCHED FORWARD LOBE CARGO DOOR IN FLIGHT AND THE SUBSEQUENT EXPLOSIVE DECOMPRESSION. CONTRIBUTING TO THE ACCIDENT WAS A DEFICIENCY IN THE DESIGN OF THE CARGO DOOR LOCKING MECHANISMS, WHICH MADE THEM SUSCEPTIBLE TO INSERVICE DAMAGE, AND WHICH ALOWED THE DOOR TO BE UNATCHED, YET TO SHOW A PROPERLY LATCHED AND LOCKED POSITION. ALSO CONTRIBUTING TO THE ACCIDENT WAS THE LACK OF PROPER MAINTENANCE AND INSPECTION OF THE CARGO DOOR BY UNITED AIRLINES, AND A LACK OF TIMELY CORRECTIVE ACTIONS BY BOEING AND THE FAA FOLLOWING A PREVIOUS DOOR OPENING INCIDENT.",,,"21.270326000000001","-157.819931","BOEING","747-122","AIR","","","false","4","TF","SCHD","UNK","121","Substantial","VMC","UNITED AIRLINES",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA89MA027.aspx"
"DCA89RA025","ACC","15925","1989-02-19T05:00:00Z","PUCHONG MALAYSI",,"Malaysia",,"N807FT",,"false","Aviation","",,,"Fatal","4","0","0","4","0",,,,,,"BOEING","747-200",,,,"false",,,"NSCH",,"121",,,"FLYING TIGERS",,"N/A",,,"","None"
"FTW89MA047","ACC","22923","1989-02-09T02:00:00Z","SALT LAKE CITY","Utah","United States",,"N935F","47220","false","Aviation","DirectorBrief","1991-07-23T04:00:00Z",,"Fatal","1","0","0","1","0","IMPROPER IN-FLIGHT PLANNING/DECISION BY THE CAPTAIN (PILOT-IN-COMMAND)  AND  HIS IMPROPER USE OF THE PORTABLE OXYGEN SYSTEM, WHICH RESULTED IN HIS INCAPACITATION DUE TO HYPOXIA.  FACTORS RELATED TO THE ACCIDENT WERE:  INADEQUATE MAINTENANCE/INSPECTION OF THE AIRCRAFT  BY COMPANY MAINTENANCE BY FAILING TO REINSTALL THE AFT PRESSURE BULKHEAD HATCH (INSPECTION DOOR) AND POOR CREW COORDINATION.",,,,,"MCDONNELL DOUGLAS","DC-9-32F","AIR","","","false","2","TF","NSCH",,"121","None","VMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/22923/pdf"
"DCA89RA023","ACC","15924","1989-02-08T05:00:00Z","SANTA MARIA",,"Portugal",,"N7231T",,"true","Aviation","",,,"Fatal","144","0","0","144","0",,,,,,"BOEING","707",,,,"false",,,"NSCH","UNK","121",,,"INDEPENDENT AIR, INC.",,"N/A",,,"","None"
"DCA89RA014","ACC","15923","1988-12-21T15:05:00Z","LOCKERBIE",,"United Kingdom",,"N739PA",,"false","Aviation","",,,"Fatal","270","2","3","259","16",,,,,,"BOEING","747-121",,,,"false",,,"SCHD","UNK","121",,,"PAN AM",,"N/A",,,"","None"
"DCA88MA072","ACC","15900","1988-08-31T09:01:00Z","DALLAS/FT WORTH","Texas","United States","AAR8904","N473DA","20705","true","Aviation","DirectorBrief","1990-04-24T04:00:00Z",,"Fatal","14","26","50","90","0","(1) THE CAPTAIN AND FIRST OFFICER'S INADEQUATE COCKPIT DISCIPLINE WHICH RESULTED IN THE FLIGHTCREW'S ATTEMPT TO TAKEOFF WITHOUT THE WING FLAPS AND SLATS PROPERLY CONFIGURED; AND (2) THE FAILURE OF THE TAKEOFF CONFIGURATION WARNING SYSTEM TO ALERT THE CREW THAT THE AIRPLANE WAS NOT PROPERLY CONFIGURED FOR THE TAKEOFF.  CONTRIBUTING TO THE ACCIDENT WAS DELTA'S SLOW IMPLEMENTATION OF NECESSARY MODIFICATIONS TO ITS OPERATING PROCEDURES, MANUAL'S, CHECKLISTS, TRAINING, AND CREW CHECKING PROGRAMS WHICH WERE NECESSITATED BY SIGNIFICANT CHANGES IN THE AIRLINE FOLLOWING RAPID GROWTH AND MERGER.  ALSO CONTRIBUTING TO THE ACCIDENT WAS THE LACK OF SUFFICIENTLY AGGRESSIVE ACTION BY THE FAA TO HAVE KNOWN DEFICIENCIES CORRECTED BY DELTA AND THE LACK OF SUFFICIENT ACCOUNTABILITY WITHIN THE FAA'S AIR CARRIER INSPECTION PROCESS.",,,,,"BOEING","727-232","AIR","DFW","DALLAS/FT. WORTH INTL","false","3","TF","SCHD","UNK","121","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15900/pdf"
"DCA88MA054","ACC","15898","1988-04-28T13:46:00Z","MAUI","Hawaii","United States","AAR8903","N73711","20209","true","Aviation","DirectorBrief","1990-06-25T04:00:00Z",,"Fatal","1","7","57","65","0","",,,,,"BOEING","737-297","AIR","","","false","2","TF","SCHD","UNK","121","Substantial","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15898/pdf"
"DCA88MA008","ACC","15893","1987-12-07T17:16:00Z","SAN LUIS OBISPO","California","United States",,"N350PS","E2027","false","Aviation","DirectorBrief","1989-01-04T05:00:00Z",,"Fatal","43","0","0","43","0","",,,"37.450705999999997","-122.10090599999999","BRITISH AEROSPACE","BAE-146-200","AIR",,,"false","4","TF","SCHD","UNK","121","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15893/pdf"
"DCA88MA004","ACC","15891","1987-11-15T15:15:00Z","DENVER","Colorado","United States","AAR8809","N626TX","45726","true","Aviation","DirectorBrief","1989-05-19T04:00:00Z",,"Fatal","28","28","25","81","0","",,,"39.760677000000001","-104.91948600000001","MCDONNELL DOUGLAS","DC-9-14","AIR","DEN","STAPLETON INTERNATIONAL","false","2","TF","SCHD","UNK","121","Destroyed","IMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15891/pdf"
"DCA87MA046","ACC","15885","1987-08-16T20:45:00Z","ROMULUS","Michigan","United States","AAR8805","N312RC","48090","true","Aviation","DirectorBrief","1989-04-28T04:00:00Z",,"Fatal","156","2","4","155","7","",,,"42.229624999999999","-83.389617000000001","MCDONNELL DOUGLAS","DC-9-82","AIR","DTW","DETROIT METRO WAYNE CNTY","false","2","TF","SCHD","UNK","121","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15885/pdf"
"DCA87MA026","ACC","15879","1987-04-13T21:55:00Z","KANSAS CITY","Missouri","United States",,"N144SP","19209","false","Aviation","DirectorBrief","1989-02-06T05:00:00Z",,"Fatal","4","0","0","4","0","",,,"39.089565","-94.579025000000001","BOEING","707-351C","AIR","MCI","KANSAS CITY INTL","false","4","TF","NSCH",,"121","Destroyed","IMC",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15879/pdf"
"FTW87RA066","ACC","22439","1987-02-14T11:00:00Z","DURANGO",,"Mexico",,"N712PC",,"false","Aviation","",,,"Fatal","1","0","3","4","0",,,,,,"BOEING","707-323B",,,,"false",,,"NSCH","UNK","121",,,"PORTS OF CALL, INC.",,"N/A",,,"","None"
"DCA87MA010","ACC","15868","1986-11-06T08:04:00Z","TAMPA","Florida","United States","AAR8706","N2185P, N4743","23-794, JT8D-7B","true","Aviation","DirectorBrief","1988-03-07T05:00:00Z",,"Fatal","1","1","2","4","0","",,,,,"PIPER, BOEING","PA-23-150, 727-235","AIR, AIR","","TAMPA INTL","false, false","2, 3","REC, TF","SCHD","PERS, UNK","091, 121","Destroyed, Substantial","IMC","WILLIAM S. BAIN, PAN AMERICAN",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15868/pdf"
"DCA87AA002","ACC","15864","1986-10-04T04:10:00Z","KELLY AFB","Texas","United States","AAR8704","N15ST","4391","true","Aviation","Report","1988-04-25T04:00:00Z",,"Fatal","3","0","0","3","0","",,,,,"LOCKHEED","382G","AIR","KSKF","KELLY AFB","false","4","TP","NSCH","UNK","121","Destroyed","VMC","SOUTHERN AIR TRANSPORT",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA87AA002.aspx"
"DCA86RA023","ACC","47058","1986-04-02T05:00:00Z","ATHENS",,"Greece",,"N54340",,"false","Aviation","",,,"Fatal","4","0","9","13","0",,,,,,"Boeing","727-231",,,,"false",,,"SCHD","UNK","121",,,"TWA",,"N/A",,,"","None"
"DCA86RA010","ACC","15862","1985-12-12T06:18:00Z","GANDER",,"Canada",,"N950JW",,"true","Aviation","",,,"Fatal","256","0","0","256","0",,,,,,"DOUGLAS","DC-8-63",,,,"false",,,"NSCH","UNK","121",,,"ARROW AIRWAYS, INC.",,"N/A",,,"","None"
"DCA85AA036","ACC","15838","1985-09-06T15:21:00Z","MILWAUKEE","Wisconsin","United States","AAR8701","N100ME","47309","true","Aviation","Report",,,"Fatal","31","0","0","31","0","",,,"43.019500000000001","-87.929266999999996","DOUGLAS","DC-9-14","AIR","MKE","GENERAL MITCHELL FIELD","false","2","TF","SCHD","UNK","121","Destroyed","VMC","",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA85AA036.aspx"
"DCA85AA031","ACC","15836","1985-08-02T18:06:00Z","DALLAS/FT WORTH","Texas","United States","AAR8605","N726DA","193C-1163","true","Aviation","Report",,,"Fatal","135","15","13","161","2","",,,,,"LOCKHEED","L-1011-385-1","AIR","DFW","DALLAS/FORT WORTH INTL","false","3","TF","SCHD","UNK","121","Destroyed","IMC","",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA85AA031.aspx"
"ATL85MA177","ACC","6893","1985-05-31T23:00:00Z","NASHVILLE","Tennessee","United States",,"N181TG","181","false","Aviation","DirectorBrief",,,"Fatal","2","0","0","2","0","",,,"36.110038000000003","-86.660651999999999","GULFSTREAM","G-159","AIR","BNA","NASHVILLE METRO","false","2","TP","NSCH",,"121","Destroyed","VMC","GENERAL AVIATION, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/6893/pdf"
"DCA85AA010","ACC","15827","1985-01-21T02:04:00Z","RENO","Nevada","United States",,"N5532","1121","true","Aviation","DirectorBrief",,,"Fatal","70","1","0","71","0","",,,,,"LOCKHEED","188C","AIR","RNO","RENO CANNON INTL","false","4","TP","NSCH","UNK","121","Destroyed","VMC","GALAXY AIRLINES, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15827/pdf"
"DCA85AA009","ACC","15826","1985-01-09T08:01:00Z","KANSAS CITY","Kansas","United States",,"N357Q","1044","false","Aviation","DirectorBrief",,,"Fatal","3","0","0","3","0","",,,"39.149062999999998","-94.690612000000002","LOCKHEED","188A","AIR","MKC","KANSAS CITY DOWNTOWN","false","4","TP","NSCH","UNK","121","Destroyed","VMC","",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15826/pdf"
"DCA85RA007","ACC","15844","1985-01-01T05:00:00Z","LA PAZ",,"Bolivia",,"N819EA","22556","false","Aviation","",,,"Fatal","29","0","0","29","0",,,,,,"BOEING","727-225","AIR","LPB","LA PAZ INTERNATIONAL","false","3",,"SCHD","UNK","121","Destroyed","Unknown","",,"N/A",,"Prelim","","None"
"DCA84AA024","ACC","15808","1984-05-30T01:44:00Z","CHALKHILL","Pennsylvania","United States",,"N5523","1034","false","Aviation","DirectorBrief",,,"Fatal","4","0","0","4","0","",,,,,"LOCKHEED","L-188","AIR","","","false","4","TP","NSCH",,"121","Destroyed","Unknown",,,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15808/pdf"
"DCA84AA002","ACC","15796","1983-10-11T20:53:00Z","PINCKNEYVILLE","Illinois","United States",,"N748LL","1716","false","Aviation","DirectorBrief",,,"Fatal","10","0","0","10","0","",,,"38.069727999999998","-89.380020000000002","HAWKER SIDDELEY","HS-748-2A","AIR","","","false","2","TP","SCHD","UNK","121","Destroyed","IMC","AIR ILLINOIS, INC",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/15796/pdf"
"DCA83AA014","ACC","15777","1983-01-11T03:52:00Z","DETROIT","Michigan","United States","AAR8307","N8053U","46010","false","Aviation","Report",,,"Fatal","3","0","0","3","0","",,,"42.219707","-83.350448","McDonnell Douglas","DC-8-54F","AIR","DTW","DETROIT METRO","false","4","TF","NSCH",,"121","Destroyed","VMC",,,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA83AA014.aspx"
"DCA83AA013","ACC","15776","1983-01-09T20:40:00Z","BRAINERD","Minnesota","United States","AAR8308","N8444H","327A","true","Aviation","Report",,,"Fatal","1","1","0","2","0","",,,"46.349406999999999","-94.190246000000002","CONVAIR","580-11-A","AIR",,"BRAINERD CROW WING CO","false","2","REC","SCHD","UNK","121","Substantial","IMC","REPUBLIC AIRLINES, INC.",,"Completed",,"Final","","https://www.ntsb.gov/investigations/Pages/DCA83AA013.aspx"
"MIA83FA027","ACC","71683","1982-11-11T11:30:00Z","MIAMI","Florida","United States",,"N707GB","18808","false","Aviation","DirectorBrief","1983-11-11T05:00:00Z",,"Fatal","1","0","0","1","0","",,,,,"BOEING","707-300","AIR","","","false","4","TF","NSCH","UNK","121","None","VMC","ARROW AIRWAYS",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/71683/pdf"
"DCA82AA028","ACC","69204","1982-07-09T16:09:00Z","NEW ORLEANS","Louisiana","United States",,"N4737","19457","true","Aviation","DirectorBrief","1983-07-09T04:00:00Z",,"Fatal","153","9","0","145","17","",,,,,"BOEING","727-235","AIR","","","false","3","TF","SCHD","UNK","121","Destroyed","VMC","PAN AMERICAN WORLD A/W",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/69204/pdf"
"DCA82AA013","ACC","70009","1982-01-23T20:37:00Z","BOSTON","Massachusetts","United States",,"N113WA","","true","Aviation","DirectorBrief","1983-01-23T05:00:00Z",,"Fatal","2","4","24","30","0","",,,,,"MCDONNELL DOUGLAS","DC-10-30","AIR","","BOSTON-LOGAN INTER'L","false","3","TF","SCHD","UNK","121","Destroyed","IMC","WORLD AIRWAYS, INC.",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/70009/pdf"
"DCA82AA011","ACC","69192","1982-01-13T17:01:00Z","WASHINGTON","District of Columbia","United States",,"N62AF","19556","true","Aviation","DirectorBrief","1983-01-13T05:00:00Z",,"Fatal","78","6","3","79","8","",,,,,"BOEING","737-222","AIR","","WASHINGTON NATIONAL","false","2","TF","SCHD","UNK","121","Destroyed","IMC","AIR FLORIDA, INC",,"Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/69192/pdf"

